"","word","n"
"630","215",1
"631","23-",1
"632","237",1
"633","25",1
"634","3",1
"635","3.4",1
"636","300",1
"637","33",1
"638","38",1
"639","50",1
"640","500",1
"641","544",1
"642","66",1
"643","70",1
"644","72",1
"645","8.",1
"646","858",1
"647","91.",1
"648","aapi",1
"649","abc",1
"650","abetted",1
"651","able",1
"652","abolished",1
"653","above",1
"654","abroad",1
"655","abuse",1
"656","abuses",1
"657","abusing",1
"658","academy",1
"659","access",1
"660","accidents",1
"661","achieve",1
"662","action",1
"663","actors",1
"664","actresses",1
"665","actually",1
"666","ad",1
"667","additional",1
"668","admits",1
"669","adopted",1
"670","adults",1
"671","advancing",1
"672","advocates",1
"673","afghanistan",1
"674","afnan",1
"675","african",1
"676","age",1
"677","ago",1
"678","aided",1
"679","aisa",1
"680","al",1
"681","alarming",1
"682","almost",1
"683","along",1
"684","altering",1
"685","am",1
"686","ambassadors",1
"687","america",1
"688","americas",1
"689","amounts",1
"690","analyzing",1
"691","answer",1
"692","anyone",1
"693","anything",1
"694","apart",1
"695","apparatus",1
"696","appointed",1
"697","approximately",1
"698","architecture",1
"699","areas",1
"700","argues",1
"701","around",1
"702","artillery",1
"703","asian",1
"704","asked",1
"705","asking",1
"706","assisted",1
"707","associations",1
"708","asteroids",1
"709","asylum",1
"710","attach",1
"711","attack",1
"712","attempt",1
"713","attending",1
"714","attention",1
"715","authentic",1
"716","authority",1
"717","average",1
"718","await",1
"719","award",1
"720","awarded",1
"721","awarkhan",1
"722","backfire",1
"723","bad",1
"724","badmouthing",1
"725","bank",1
"726","bankrupt",1
"727","basic",1
"728","bcm",1
"729","bear",1
"730","bears",1
"731","beaten",1
"732","beautifulchina",1
"733","because",1
"734","beginning",1
"735","beijing",1
"736","beings",1
"737","bekri",1
"738","belligerent",1
"739","below",1
"740","belt",1
"741","beneath",1
"742","bereaved",1
"743","bid",1
"744","biden",1
"745","biggest",1
"746","blacklist",1
"747","blame",1
"748","blatantly",1
"749","blood",1
"750","bloodshed",1
"751","bloody",1
"752","bluffing",1
"753","board",1
"754","boasted",1
"755","boasting",1
"756","bodies",1
"757","body",1
"758","botched",1
"759","brains",1
"760","breaking",1
"761","bring",1
"762","brings",1
"763","britain",1
"764","broadcast",1
"765","broke",1
"766","brought",1
"767","building",1
"768","built",1
"769","bullying",1
"770","bumper",1
"771","bunch",1
"772","business",1
"773","buzzfeed",1
"774","calculation",1
"775","calm",1
"776","came",1
"777","campaign",1
"778","campaigns",1
"779","canadian",1
"780","capable",1
"781","carcinogenic",1
"782","cards",1
"783","care",1
"784","caribbean",1
"785","caring",1
"786","carried",1
"787","carries",1
"788","carved",1
"789","cash",1
"790","cautious",1
"791","ceasefire",1
"792","celebrate",1
"793","celebration",1
"794","celebrity",1
"795","centered",1
"796","central",1
"797","century",1
"798","chairman",1
"799","challenges",1
"800","chance",1
"801","changed",1
"802","channels",1
"803","chaotic",1
"804","cheat",1
"805","chessboard",1
"806","chicken",1
"807","chief",1
"808","chin",1
"809","chineseamericans",1
"810","choice",1
"811","chooses",1
"812","choosing",1
"813","chopsticks",1
"814","chul",1
"815","cited",1
"816","cities",1
"817","citizens",1
"818","claim",1
"819","clamoring",1
"820","clean",1
"821","cliques",1
"822","clown",1
"823","club",1
"824","cnsa",1
"825","code",1
"826","coercion",1
"827","cold",1
"828","collaboration",1
"829","collect",1
"830","collective",1
"831","colonial",1
"832","colonists",1
"833","combination",1
"834","comes",1
"835","committed",1
"836","committing",1
"837","companies",1
"838","complicated",1
"839","components",1
"840","comprehensive",1
"841","compulsory",1
"842","conceal",1
"843","concealing",1
"844","concentration",1
"845","concerted",1
"846","concoct",1
"847","concrete",1
"848","conducive",1
"849","conducted",1
"850","confirmed",1
"851","conflicting",1
"852","congratulates",1
"853","conjures",1
"854","connive",1
"855","conscience",1
"856","conscious",1
"857","conservation",1
"858","consulates",1
"859","contact",1
"860","contain",1
"861","containing",1
"862","contains",1
"863","contribute",1
"864","convention",1
"865","conventional",1
"866","cooking",1
"867","cooperate",1
"868","core",1
"869","could",1
"870","council",1
"871","course",1
"872","coverage",1
"873","covering",1
"874","covers",1
"875","covid",1
"876","covid19vaccines",1
"877","cpec",1
"878","crack",1
"879","cracked",1
"880","create",1
"881","creating",1
"882","credit",1
"883","crime",1
"884","crop",1
"885","crumbling",1
"886","crystal",1
"887","cultural",1
"888","cultures",1
"889","custody",1
"890","cut",1
"891","cuties",1
"892","d",1
"893","da",1
"894","danced",1
"895","dangerous",1
"896","dark",1
"897","darkness",1
"898","daughters",1
"899","dawut",1
"900","dead",1
"901","dearest",1
"902","dearly",1
"903","death",1
"904","debt",1
"905","debts",1
"906","decades",1
"907","deceive",1
"908","decent",1
"909","decide",1
"910","decided",1
"911","decoupling",1
"912","deeds",1
"913","deep",1
"914","deescalation",1
"915","defame",1
"916","default",1
"917","delicious",1
"918","demographic",1
"919","demonizes",1
"920","denounced",1
"921","deny",1
"922","deok",1
"923","deprive",1
"924","deprives",1
"925","deputy",1
"926","deradicalization",1
"927","deserve",1
"928","destiny",1
"929","destruction",1
"930","detailed",1
"931","detained",1
"932","detention",1
"933","devastating",1
"934","developing",1
"935","diana",1
"936","died",1
"937","difference",1
"938","different",1
"939","dignified",1
"940","dilemma",1
"941","diplomats",1
"942","direct",1
"943","director",1
"944","directors",1
"945","disappointing",1
"946","disaster",1
"947","discharged",1
"948","disease",1
"949","disregards",1
"950","disrespectful",1
"951","disruptions",1
"952","distressing",1
"953","distribution",1
"954","dji",1
"955","dna",1
"956","doctrine",1
"957","dollars",1
"958","dominic",1
"959","done",1
"960","dongyang",1
"961","doses",1
"962","dosti",1
"963","double",1
"964","dpm",1
"965","drama",1
"966","drawing",1
"967","dreams",1
"968","drink",1
"969","drive",1
"970","drones",1
"971","drumming",1
"972","due",1
"973","duel",1
"974","dumb",1
"975","dump",1
"976","duolikun",1
"977","during",1
"978","dwyer",1
"979","ease",1
"980","echoes",1
"981","effective",1
"982","effects",1
"983","egypt",1
"984","egyptian",1
"985","eid",1
"986","electoral",1
"987","elelphants",1
"988","embassy",1
"989","emergencies",1
"990","emergency",1
"991","employed",1
"992","employs",1
"993","endorsed",1
"994","enforcement",1
"995","engineering",1
"996","enhance",1
"997","enjoyed",1
"998","enticed",1
"999","entrance",1
"1000","environmental",1
"1001","envoy",1
"1002","escalating",1
"1003","escape",1
"1004","etc",1
"1005","ethics",1
"1006","eu",1
"1007","evali",1
"1008","eventually",1
"1009","ever",1
"1010","everywhere",1
"1011","evidences",1
"1012","examination",1
"1013","examining",1
"1014","example",1
"1015","exceeding",1
"1016","except",1
"1017","exchange",1
"1018","excuse",1
"1019","executive",1
"1020","expand",1
"1021","expansion",1
"1022","experience",1
"1023","experienced",1
"1024","expert",1
"1025","explanation",1
"1026","exploited",1
"1027","exploration",1
"1028","explore",1
"1029","export",1
"1030","exposed",1
"1031","exposes",1
"1032","expressed",1
"1033","expresses",1
"1034","extension",1
"1035","external",1
"1036","fabricating",1
"1037","face",1
"1038","facing",1
"1039","failed",1
"1040","failure",1
"1041","failures",1
"1042","fair",1
"1043","fake",1
"1044","fakenews",1
"1045","faking",1
"1046","fall",1
"1047","families",1
"1048","famine",1
"1049","fantastic",1
"1050","farewell",1
"1051","farm",1
"1052","farmhouse",1
"1053","farmworkers",1
"1054","fashioned",1
"1055","fate",1
"1056","father",1
"1057","fear",1
"1058","field",1
"1059","fight",1
"1060","fighting",1
"1061","figure",1
"1062","figures",1
"1063","files",1
"1064","finally",1
"1065","findings",1
"1066","fire",1
"1067","firmly",1
"1068","fisheries",1
"1069","fishermen",1
"1070","fitr",1
"1071","five",1
"1072","flag",1
"1073","flexing",1
"1074","floyds",1
"1075","focus",1
"1076","follow",1
"1077","following",1
"1078","food",1
"1079","forceddance",1
"1080","forever",1
"1081","forgery",1
"1082","forget",1
"1083","forgotten",1
"1084","forming",1
"1085","fortdetrick",1
"1086","forward",1
"1087","founded",1
"1088","fraud",1
"1089","freely",1
"1090","frequently",1
"1091","friendship",1
"1092","front",1
"1093","fuel",1
"1094","fully",1
"1095","further",1
"1096","fy",1
"1097","gang",1
"1098","ganging",1
"1099","gaza",1
"1100","generations",1
"1101","genuine",1
"1102","german",1
"1103","get",1
"1104","getting",1
"1105","giant",1
"1106","glimpse",1
"1107","goal",1
"1108","goes",1
"1109","gone",1
"1110","good",1
"1111","goods",1
"1112","gossip",1
"1113","governments",1
"1114","grade",1
"1115","grand",1
"1116","grandstanding",1
"1117","grants",1
"1118","grave",1
"1119","greed",1
"1120","green",1
"1121","grown",1
"1122","growth",1
"1123","guarantee",1
"1124","guard",1
"1125","guide",1
"1126","guilt",1
"1127","gulbahar",1
"1128","gulibahaer",1
"1129","gulzira",1
"1130","gun",1
"1131","gwadar",1
"1132","habi",1
"1133","half",1
"1134","handle",1
"1135","handling",1
"1136","happiness",1
"1137","happy",1
"1138","hard",1
"1139","hardly",1
"1140","harm",1
"1141","harmony",1
"1142","hasn",1
"1143","haven",1
"1144","having",1
"1145","hazardous",1
"1146","head",1
"1147","headlines",1
"1148","heal",1
"1149","hectare",1
"1150","heed",1
"1151","helmets",1
"1152","helped",1
"1153","heng",1
"1154","herero",1
"1155","hetian",1
"1156","highest",1
"1157","highly",1
"1158","him",1
"1159","himself",1
"1160","historians",1
"1161","hitting",1
"1162","hksar",1
"1163","hopefully",1
"1164","horrible",1
"1165","hos",1
"1166","hoshur",1
"1167","hotan",1
"1168","houses",1
"1169","however",1
"1170","hsien",1
"1171","humanitarian",1
"1172","humankind",1
"1173","hundreds",1
"1174","hunger",1
"1175","hurt",1
"1176","hush",1
"1177","hybridrice",1
"1178","hypes",1
"1179","hyping",1
"1180","hypocrisy",1
"1181","hypocritical",1
"1182","iaea",1
"1183","id",1
"1184","identity",1
"1185","ideological",1
"1186","ignored",1
"1187","illegal",1
"1188","illegally",1
"1189","images",1
"1190","imperialists",1
"1191","imperil",1
"1192","impersonated",1
"1193","importance",1
"1194","important",1
"1195","imprisoned",1
"1196","imran",1
"1197","incidents",1
"1198","inciting",1
"1199","include",1
"1200","included",1
"1201","indeed",1
"1202","india",1
"1203","indo",1
"1204","inestimable",1
"1205","inflammatory",1
"1206","influence",1
"1207","influencers",1
"1208","ingredients",1
"1209","initiative",1
"1210","injected",1
"1211","innes",1
"1212","innocent",1
"1213","innovation",1
"1214","innovations",1
"1215","innumerable",1
"1216","inoculation",1
"1217","instigating",1
"1218","institutional",1
"1219","integrity",1
"1220","intensive",1
"1221","intent",1
"1222","internal",1
"1223","interpretation",1
"1224","interviewed",1
"1225","interviews",1
"1226","intractable",1
"1227","invest",1
"1228","invite",1
"1229","iran",1
"1230","iraq",1
"1231","irrefutable",1
"1232","irresponsible",1
"1233","islamophobia",1
"1234","island",1
"1235","jab",1
"1236","jalil",1
"1237","jewel",1
"1238","jiang",1
"1239","jihad",1
"1240","join",1
"1241","journalism",1
"1242","journalist",1
"1243","judgment",1
"1244","judicial",1
"1245","jun",1
"1246","june",1
"1247","jungle",1
"1248","justice",1
"1249","justify",1
"1250","kah",1
"1251","kalibinur",1
"1252","kamloops",1
"1253","kashgar",1
"1254","keat",1
"1255","kenya",1
"1256","kept",1
"1257","kids",1
"1258","kill",1
"1259","kneeling",1
"1260","know",1
"1261","known",1
"1262","kwon",1
"1263","lahore",1
"1264","language",1
"1265","languages",1
"1266","lao",1
"1267","large",1
"1268","largest",1
"1269","lately",1
"1270","latest",1
"1271","latin",1
"1272","laundry",1
"1273","lawmakers",1
"1274","lawyers",1
"1275","lead",1
"1276","leader",1
"1277","leading",1
"1278","leads",1
"1279","learned",1
"1280","lee",1
"1281","legacy",1
"1282","legco",1
"1283","legislation",1
"1284","legitimate",1
"1285","lessons",1
"1286","level",1
"1287","lie",1
"1288","life",1
"1289","lines",1
"1290","link",1
"1291","livestreaming",1
"1292","living",1
"1293","loan",1
"1294","lobbies",1
"1295","locals",1
"1296","logistics",1
"1297","lonely",1
"1298","longer",1
"1299","longping",1
"1300","looks",1
"1301","loong",1
"1302","lord",1
"1303","lost",1
"1304","lot",1
"1305","low",1
"1306","lying",1
"1307","machine",1
"1308","madagascar",1
"1309","maelanga",1
"1310","maihamutijiang",1
"1311","maihemuti",1
"1312","makes",1
"1313","malign",1
"1314","man",1
"1315","management",1
"1316","manager",1
"1317","manipulate",1
"1318","manipulation",1
"1319","manner",1
"1320","marine",1
"1321","maritime",1
"1322","market",1
"1323","mars",1
"1324","mass",1
"1325","masterpieces",1
"1326","me",1
"1327","mean",1
"1328","mediation",1
"1329","medical",1
"1330","meeting",1
"1331","megaphone",1
"1332","melons",1
"1333","men",1
"1334","mentality",1
"1335","mention",1
"1336","method",1
"1337","middle",1
"1338","middleeast",1
"1339","mike",1
"1340","millions",1
"1341","mini",1
"1342","ministries",1
"1343","minorities",1
"1344","minors",1
"1345","mirigul",1
"1346","molten",1
"1347","money",1
"1348","moon",1
"1349","mosque",1
"1350","motives",1
"1351","mountain",1
"1352","mourn",1
"1353","mouth",1
"1354","movies",1
"1355","mr",1
"1356","muscles",1
"1357","mutual",1
"1358","my",1
"1359","n",1
"1360","nama",1
"1361","named",1
"1362","namibian",1
"1363","nation",1
"1364","nations",1
"1365","nationwide",1
"1366","native",1
"1367","nearly",1
"1368","necessary",1
"1369","needs",1
"1370","negotiation",1
"1371","neither",1
"1372","netizens",1
"1373","network",1
"1374","night",1
"1375","nine",1
"1376","nobody",1
"1377","normal",1
"1378","northern",1
"1379","notes",1
"1380","obtain",1
"1381","occupation",1
"1382","occupational",1
"1383","occurred",1
"1384","oceans",1
"1385","offer",1
"1386","offered",1
"1387","officials",1
"1388","often",1
"1389","olympics",1
"1390","omer",1
"1391","online",1
"1392","operation",1
"1393","opinion",1
"1394","opposition",1
"1395","opting",1
"1396","orders",1
"1397","organizations",1
"1398","outrageous",1
"1399","overall",1
"1400","overpass",1
"1401","overseas",1
"1402","overstretching",1
"1403","owners",1
"1404","packaged",1
"1405","painful",1
"1406","panicking",1
"1407","paradoxical",1
"1408","paralyzed",1
"1409","participate",1
"1410","participation",1
"1411","particularly",1
"1412","partnership",1
"1413","parts",1
"1414","pass",1
"1415","passed",1
"1416","patched",1
"1417","path",1
"1418","pawn",1
"1419","pentagon",1
"1420","peoples",1
"1421","period",1
"1422","perspective",1
"1423","persuade",1
"1424","pesticides",1
"1425","philippines",1
"1426","phone",1
"1427","place",1
"1428","plant",1
"1429","planted",1
"1430","plunder",1
"1431","plus",1
"1432","pm",1
"1433","pockets",1
"1434","pointless",1
"1435","poison",1
"1436","policies",1
"1437","politic",1
"1438","politician",1
"1439","politicization",1
"1440","pompeo",1
"1441","population",1
"1442","portrayed",1
"1443","possible",1
"1444","possibly",1
"1445","powdered",1
"1446","preeminent",1
"1447","preferred",1
"1448","preparedness",1
"1449","preposterous",1
"1450","press",1
"1451","presumption",1
"1452","pretty",1
"1453","prevail",1
"1454","prevent",1
"1455","princessdiana",1
"1456","prison",1
"1457","pristine",1
"1458","procedure",1
"1459","produced",1
"1460","productive",1
"1461","professed",1
"1462","progressive",1
"1463","prominent",1
"1464","proper",1
"1465","protect",1
"1466","protection",1
"1467","protest",1
"1468","proud",1
"1469","proverb",1
"1470","provide",1
"1471","providing",1
"1472","prudent",1
"1473","psychological",1
"1474","publicity",1
"1475","pull",1
"1476","pulling",1
"1477","punjab",1
"1478","purse",1
"1479","pursue",1
"1480","push",1
"1481","put",1
"1482","putin",1
"1483","puts",1
"1484","quality",1
"1485","questionable",1
"1486","quiet",1
"1487","r",1
"1488","races",1
"1489","racist",1
"1490","rack",1
"1491","radio",1
"1492","radionuclides",1
"1493","railway",1
"1494","raped",1
"1495","rather",1
"1496","ratified",1
"1497","reaching",1
"1498","reactor",1
"1499","ready",1
"1500","reaffirm",1
"1501","really",1
"1502","receive",1
"1503","received",1
"1504","reckless",1
"1505","reeducation",1
"1506","refrain",1
"1507","regard",1
"1508","regional",1
"1509","regions",1
"1510","rejected",1
"1511","rejects",1
"1512","related",1
"1513","relatives",1
"1514","release",1
"1515","released",1
"1516","relying",1
"1517","remain",1
"1518","remarks",1
"1519","removal",1
"1520","reparations",1
"1521","repeating",1
"1522","report",1
"1523","reported",1
"1524","reporter",1
"1525","reporters",1
"1526","represent",1
"1527","representative",1
"1528","republic",1
"1529","rescue",1
"1530","residents",1
"1531","respect",1
"1532","respiratory",1
"1533","response",1
"1534","responsibility",1
"1535","responsible",1
"1536","results",1
"1537","return",1
"1538","reveals",1
"1539","review",1
"1540","rewind",1
"1541","rip",1
"1542","rise",1
"1543","risk",1
"1544","risks",1
"1545","road",1
"1546","roast",1
"1547","robust",1
"1548","role",1
"1549","rollout",1
"1550","root",1
"1551","rover",1
"1552","royal",1
"1553","rule",1
"1554","rules",1
"1555","safety",1
"1556","same",1
"1557","sanctioned",1
"1558","sapphires",1
"1559","sauytbay",1
"1560","sayragul",1
"1561","says",1
"1562","scars",1
"1563","scenery",1
"1564","scheming",1
"1565","scholars",1
"1566","scientific",1
"1567","scientist",1
"1568","search",1
"1569","searching",1
"1570","second",1
"1571","secretary",1
"1572","secrets",1
"1573","sector",1
"1574","security",1
"1575","seedlings",1
"1576","seeing",1
"1577","seem",1
"1578","senator",1
"1579","senior",1
"1580","sent",1
"1581","serious",1
"1582","serve",1
"1583","services",1
"1584","several",1
"1585","severe",1
"1586","shahar",1
"1587","shanxi",1
"1588","shared",1
"1589","sheer",1
"1590","shells",1
"1591","shelter",1
"1592","shift",1
"1593","shines",1
"1594","shohret",1
"1595","shooting",1
"1596","short",1
"1597","shouldn",1
"1598","shrouded",1
"1599","side",1
"1600","sidike",1
"1601","sighted",1
"1602","silence",1
"1603","silent",1
"1604","similar",1
"1605","sin",1
"1606","singaporean",1
"1607","sinopharm",1
"1608","sip",1
"1609","site",1
"1610","slandering",1
"1611","slanders",1
"1612","slave",1
"1613","slavery",1
"1614","sleep",1
"1615","slogan",1
