"","word","n"
"213","relationship",3
"214","republic",3
"215","respect",3
"216","root",3
"217","san",3
"218","stand",3
"219","statedept",3
"220","than",3
"221","they",3
"222","uae",3
"223","use",3
"224","usembassysjo",3
"225","values",3
"226","way",3
"227","while",3
"228","18",2
"229","2",2
"230","2021",2
"231","abuses",2
"232","act",2
"233","action",2
"234","actions",2
"235","african",2
"236","al",2
"237","albania",2
"238","alliances",2
"239","allies",2
"240","ally",2
"241","ambassador",2
"242","americans",2
"243","amman",2
"244","anti",2
"245","arms",2
"246","authoritarians",2
"247","authority",2
"248","aymanhsafadi",2
"249","based",2
"250","beijing",2
"251","best",2
"252","bhccboston",2
"253","billion",2
"254","bin",2
"255","black",2
"256","blinken",2
"257","bring",2
"258","cairo",2
"259","call",2
"260","canadian",2
"261","carlosalvq",2
"262","causes",2
"263","challenges",2
"264","citizens",2
"265","communities",2
"266","concerns",2
"267","connected",2
"268","continent",2
"269","contributions",2
"270","council",2
"271","country",2
"272","day",2
"273","days",2
"274","defending",2
"275","deserve",2
"276","development",2
"277","diana",2
"278","during",2
"279","e",2
"280","effective",2
"281","egede",2
"282","egypt",2
"283","empowers",2
"284","ending",2
"285","ensure",2
"286","erodes",2
"287","essential",2
"288","europe",2
"289","every",2
"290","fair",2
"291","families",2
"292","fled",2
"293","fm",2
"294","foundations",2
"295","frederiksen",2
"296","free",2
"297","friends",2
"298","future",2
"299","gantzbe",2
"300","governance",2
"301","halt",2
"302","heikomaas",2
"303","him",2
"304","home",2
"305","hong",2
"306","hosts",2
"307","ice",2
"308","immigrants",2
"309","impact",2
"310","individuals",2
"311","innovative",2
"312","inspiring",2
"313","institutions",2
"314","invest",2
"315","ironclad",2
"316","irregular",2
"317","israelmfa",2
"318","jensstoltenberg",2
"319","jeppekofod",2
"320","joined",2
"321","jordan",2
"322","key",2
"323","killing",2
"324","kong",2
"325","korea",2
"326","land",2
"327","lead",2
"328","lgbtqi",2
"329","ll",2
"330","lukashenka",2
"331","made",2
"332","meetings",2
"333","member",2
"334","mi",2
"335","migration",2
"336","mutual",2
"337","nation",2
"338","new",2
"339","newest",2
"340","oecd",2
"341","only",2
"342","opportunity",2
"343","opposition",2
"344","pacific",2
"345","part",2
"346","partnerships",2
"347","path",2
"348","pe",2
"349","pedrobrologt",2
"350","power",2
"351","prc",2
"352","premier",2
"353","presidential",2
"354","priorities",2
"355","racial",2
"356","ramallah",2
"357","real",2
"358","recent",2
"359","reflects",2
"360","release",2
"361","remember",2
"362","represent",2
"363","research",2
"364","responding",2
"365","restoring",2
"366","result",2
"367","rican",2
"368","robs",2
"369","seek",2
"370","service",2
"371","society",2
"372","speaking",2
"373","square",2
"374","staff",2
"375","strategic",2
"376","strength",2
"377","strengthen",2
"378","strengthening",2
"379","successful",2
"380","summit",2
"381","supporting",2
"382","thanked",2
"383","them",2
"384","these",2
"385","thisweekabc",2
"386","tiananmen",2
"387","time",2
"388","timely",2
"389","together",2
"390","traveling",2
"391","trip",2
"392","two",2
"393","underscored",2
"394","us",2
"395","value",2
"396","week",2
"397","were",2
"398","when",2
"399","which",2
"400","wonderful",2
"401","worldwide",2
"402","worst",2
"403","york",2
"404","zayed",2
"405","1.3",1
"406","100",1
"407","14",1
"408","141",1
"409","15",1
"410","16",1
"411","19.",1
"412","1904",1
"413","1961",1
"414","24",1
"415","27.",1
"416","32",1
"417","360",1
"418","38",1
"419","4",1
"420","40",1
"421","59",1
"422","60",1
"423","7",1
"424","70",1
"425","77",1
"426","9.",1
"427","abroad",1
"428","accept",1
"429","accountability",1
"430","achieve",1
"431","acr",1
"432","acts",1
"433","addressing",1
"434","administrative",1
"435","advance",1
"436","advancing",1
"437","affairs",1
"438","affected",1
"439","affinity",1
"440","afghan",1
"441","africaday",1
"442","after",1
"443","against",1
"444","age",1
"445","agenda",1
"446","agreed",1
"447","aids",1
"448","air",1
"449","airlift",1
"450","alaska",1
"451","alliance",1
"452","almos",1
"453","alongside",1
"454","ambitious",1
"455","americ",1
"456","among",1
"457","andrei",1
"458","annlinde",1
"459","announce",1
"460","any",1
"461","appointment",1
"462","appreciation",1
"463","aranchaglezlaya",1
"464","arbitrarily",1
"465","arctic",1
"466","arcticministerial2021",1
"467","argentine",1
"468","armenian",1
"469","army",1
"470","arrest",1
"471","arrived",1
"472","arturo",1
"473","asia",1
"474","asked",1
"475","assad",1
"476","aswad",1
"477","attacks",1
"478","attempts",1
"479","au",1
"480","authorities",1
"481","av",1
"482","azerbaijan",1
"483","ba",1
"484","badr",1
"485","bahdiplomatic",1
"486","balkans",1
"487","bangladesh",1
"488","banning",1
"489","base",1
"490","beautiful",1
"491","begin",1
"492","behind",1
"493","believe",1
"494","beloved",1
"495","benefit",1
"496","berisha",1
"497","better",1
"498","between",1
"499","beyond",1
"500","bhcccommencement",1
"501","big",1
"502","billions",1
"503","birth",1
"504","birthday",1
"505","bosnian",1
"506","bourita",1
"507","bourup",1
"508","bravery",1
"509","brazen",1
"510","break",1
"511","breathtaking",1
"512","british",1
"513","broberg",1
"514","buddhist",1
"515","building",1
"516","bulgaria",1
"517","busaidi",1
"518","but",1
"519","called",1
"520","calls",1
"521","cameroon",1
"522","cameroonian",1
"523","can",1
"524","cancilleraleht",1
"525","caps",1
"526","carbfix",1
"527","caribbeanamericanheritagemonth",1
"528","cases",1
"529","cdcgov",1
"530","cel",1
"531","centennial",1
"532","center",1
"533","chamorro",1
"534","chamorrocris",1
"535","change",1
"536","child",1
"537","china",1
"538","chinese",1
"539","chosen",1
"540","christodulides",1
"541","chung",1
"542","citizen",1
"543","civil",1
"544","class",1
"545","clear",1
"546","climate",1
"547","close",1
"548","cnn",1
"549","coexistence",1
"550","collaborative",1
"551","colleagues",1
"552","colombian",1
"553","com",1
"554","coming",1
"555","commander",1
"556","commanders",1
"557","commemorate",1
"558","commended",1
"559","commercial",1
"560","commission",1
"561","commissioner",1
"562","common",1
"563","communism",1
"564","community",1
"565","comp",1
"566","companies",1
"567","condemning",1
"568","conf",1
"569","confirmation",1
"570","confronting",1
"571","congratulate",1
"572","congress",1
"573","consequences",1
"574","consistent",1
"575","consulate",1
"576","conti",1
"577","continuing",1
"578","convened",1
"579","convention",1
"580","conveyed",1
"581","conviction",1
"582","copenhagen",1
"583","core",1
"584","cornwall",1
"585","corrupt",1
"586","could",1
"587","count",1
"588","counter",1
"589","counternarcotics",1
"590","counterparts",1
"591","cover",1
"592","covers",1
"593","crackdown",1
"594","creativity",1
"595","credible",1
"596","crime",1
"597","crimea",1
"598","crisis",1
"599","cristiana",1
"600","critica",1
"601","critical",1
"602","crucial",1
"603","cruz",1
"604","cuban",1
"605","cubans",1
"606","cultural",1
"607","cycle",1
"608","d",1
"609","deadly",1
"610","debt",1
"611","decade",1
"612","dedication",1
"613","deepen",1
"614","deepenin",1
"615","deepening",1
"616","deeply",1
"617","defense",1
"618","deliver",1
"619","delivering",1
"620","democracies",1
"621","demonstrated",1
"622","depart",1
"623","department",1
"624","deport",1
"625","desire",1
"626","despite",1
"627","detainees",1
"628","developing",1
"629","developments",1
"630","died",1
"631","dignity",1
"632","dinner",1
"633","diplomacy",1
"634","director",1
"635","discussions",1
"636","disease",1
"637","dismantle",1
"638","dispatch",1
"639","displaced",1
"640","disregard",1
"641","diverse",1
"642","diversity",1
"643","divert",1
"644","do",1
"645","doing",1
"646","don",1
"647","donors",1
"648","drsjaishankar",1
"649","dynam",1
"650","earth",1
"651","east",1
"652","eastern",1
"653","ecosystems",1
"654","eff",1
"655","egyptian",1
"656","eid",1
"657","el",1
"658","elections",1
"659","elimination",1
"660","emblematic",1
"661","emphasized",1
"662","employee",1
"663","employees",1
"664","end",1
"665","engage",1
"666","enjoyed",1
"667","enrich",1
"668","enriched",1
"669","ensu",1
"670","ensuring",1
"671","entity",1
"672","equipment",1
"673","eriksensoreide",1
"674","especially",1
"675","establishing",1
"676","eui",1
"677","evelyn",1
"678","even",1
"679","events",1
"680","ex",1
"681","excellent",1
"682","exchanged",1
"683","excited",1
"684","exemplifying",1
"685","expand",1
"686","expert",1
"687","expressed",1
"688","extra",1
"689","faceted",1
"690","family",1
"691","fantastic",1
"692","far",1
"693","fareedzakaria",1
"694","faroese",1
"695","fear",1
"696","felipe",1
"697","fight",1
"698","finding",1
"699","finished",1
"700","finland",1
"701","finnish",1
"702","firsthand",1
"703","five",1
"704","fjords",1
"705","flight",1
"706","floyd",1
"707","fmbuithanhson",1
"708","fo",1
"709","force",1
"710","forces",1
"711","forever",1
"712","forms",1
"713","forty",1
"714","fought",1
"715","france",1
"716","french",1
"717","friend",1
"718","friendspartnersallies",1
"719","fully",1
"720","g",1
"721","gallo",1
"722","galvanize",1
"723","gender",1
"724","general",1
"725","generalists",1
"726","genocide",1
"727","george",1
"728","georgia",1
"729","geothermal",1
"730","germany",1
"731","get",1
"732","gl",1
"733","glifaa",1
"734","graduates",1
"735","grandfather",1
"736","grave",1
"737","greatly",1
"738","group",1
"739","gstephanopoulos",1
"740","guatemala",1
"741","gudlaugurthor",1
"742","gulshan",1
"743","h",1
"744","ha",1
"745","haavisto",1
"746","haitians",1
"747","haluu",1
"748","harri",1
"749","hateful",1
"750","headed",1
"751","health",1
"752","hellisheidi",1
"753","helping",1
"754","her",1
"755","high",1
"756","hike",1
"757","hlm2021aids",1
"758","holds",1
"759","holocaust",1
"760","honors",1
"761","hopefully",1
"762","hospitality",1
"763","hosting",1
"764","houthi",1
"765","houthis",1
"766","humbled",1
"767","hungary",1
"768","ideology",1
"769","ilo",1
"770","immediate",1
"771","immigrantheritagemonth",1
"772","imprisoned",1
"773","incidents",1
"774","include",1
"775","increas",1
"776","increase",1
"777","increased",1
"778","incumbent",1
"779","independen",1
"780","indigenous",1
"781","inequities",1
"782","ingenuity",1
"783","inspired",1
"784","intensive",1
"785","intere",1
"786","invaluable",1
"787","investment",1
"788","ireland",1
"789","irish",1
"790","isis",1
"791","islands",1
"792","israe",1
"793","iss",1
"794","issued",1
"795","issues",1
"796","italy",1
"797","its",1
"798","jenis",1
"799","jerandi",1
"800","jewish",1
"801","jiechi",1
"802","johannesson",1
"803","joining",1
"804","joins",1
"805","jordanian",1
"806","josepborrellf",1
"807","jour",1
"808","justic",1
"809","kalaallit",1
"810","kangerlussuaq",1
"811","katrinjak",1
"812","keflavik",1
"813","kennedy",1
"814","king",1
"815","kingabdullahii",1
"816","known",1
"817","kofod",1
"818","la",1
"819","laid",1
"820","landed",1
"821","lapid",1
"822","largest",1
"823","lasting",1
"824","later",1
"825","lavrov",1
"826","law",1
"827","leader",1
"828","learn",1
"829","least",1
"830","leaving",1
"831","led",1
"832","legacy",1
"833","legislative",1
"834","lesson",1
"835","let",1
"836","life",1
"837","like",1
"838","lisamurkowski",1
"839","lisandrorosales",1
"840","little",1
"841","lix",1
"842","long",1
"843","longstanding",1
"844","loo",1
"845","loved",1
"846","ma",1
"847","maintain",1
"848","majesty",1
"849","make",1
"850","marcgarneau",1
"851","mark",1
"852","martharaddatz",1
"853","massacre",1
"854","me",1
"855","measure",1
"856","measures",1
"857","median",1
"858","mediated",1
"859","medical",1
"860","meir",1
"861","memorandum",1
"862","memory",1
"863","mevlutcavusoglu",1
"864","middle",1
"865","might",1
"866","mighty",1
"867","migr",1
"868","military",1
"869","million",1
"870","minis",1
"871","ministers",1
"872","mission",1
"873","mladic",1
"874","mo",1
"875","model",1
"876","modern",1
"877","moment",1
"878","mongolia",1
"879","monitor",1
"880","month",1
"881","moonriver365",1
"882","moroccan",1
"883","much",1
"884","muhriddin",1
"885","multi",1
"886","multilateral",1
"887","multinational",1
"888","murder",1
"889","music",1
"890","muslim",1
"891","must",1
"892","naalakkersuisut",1
"893","nasser",1
"894","national",1
"895","nations",1
"896","naturbanas",1
"897","nature",1
"898","nd",1
"899","near",1
"900","neither",1
"901","nepal",1
"902","netanyahu",1
"903","never",1
"904","newly",1
"905","nicaraguan",1
"906","nicaraguans",1
"907","no",1
"908","nomination",1
"909","non",1
"910","nor",1
"911","norwaymfa",1
"912","nothing",1
"913","now",1
"914","nsf",1
"915","nunaat",1
"916","nuuk",1
"917","ocean",1
"918","oe",1
"919","officially",1
"920","omani",1
"921","ones",1
"922","ongoing",1
"923","onl",1
"924","ope",1
"925","open",1
"926","oppor",1
"927","opportunities",1
"928","optimistic",1
"929","origins",1
"930","ortega",1
"931","othman",1
"932","out",1
"933","outreach",1
"934","overse",1
"935","owe",1
"936","own",1
"937","palau",1
"938","pandemic",1
"939","participants",1
"940","participating",1
"941","partner",1
"942","partnering",1
"943","passion",1
"944","passions",1
"945","peacekeepers",1
"946","peop",1
"947","pepfar",1
"948","perha",1
"949","permanent",1
"950","persons",1
"951","peru",1
"952","peruvian",1
"953","phase",1
"954","pinto",1
"955","pisar",1
"956","pkday",1
"957","plant",1
"958","play",1
"959","pm",1
"960","pogroms",1
"961","policy",1
"962","pose",1
"963","position",1
"964","positive",1
"965","powerful",1
"966","practices",1
"967","predictable",1
"968","pres",1
"969","presidentisl",1
"970","presidentofbg",1
"971","pressing",1
"972","pressure",1
"973","pridemonth2021",1
"974","prioritized",1
"975","prioritizes",1
"976","pro",1
"977","profess",1
"978","professor",1
"979","program",1
"980","programs",1
"981","progres",1
"982","project",1
"983","promise",1
"984","promote",1
"985","proposition",1
"986","prosperity",1
"987","protesters",1
"988","provided",1
"989","providing",1
"990","publicly",1
"991","pura",1
"992","putting",1
"993","quantum",1
"994","r",1
"995","radev",1
"996","rana",1
"997","rapidly",1
"998","ratified",1
"999","ratko",1
"1000","reach",1
"1001","reaf",1
"1002","reaffirmed",1
"1003","reaffirming",1
"1004","realities",1
"1005","rebuilding",1
"1006","recognizes",1
"1007","recommitted",1
"1008","reconstruction",1
"1009","recovery",1
"1010","reenergize",1
"1011","reengage",1
"1012","reflecting",1
"1013","refugees",1
"1014","reinvigorated",1
"1015","reiterated",1
"1016","relations",1
"1017","relevant",1
"1018","remarka",1
"1019","reopened",1
"1020","reopening",1
"1021","repeatedly",1
"1022","reported",1
"1023","representative",1
"1024","representing",1
"1025","request",1
"1026","resolute",1
"1027","resolve",1
"1028","retaliatory",1
"1029","returned",1
"1030","returnees",1
"1031","revitalizing",1
"1032","rich",1
"1033","ridge",1
"1034","rises",1
"1035","rivlin",1
"1036","rohingy",1
"1037","role",1
"1038","rooted",1
"1039","rumen",1
"1040","rural",1
"1041","russia",1
"1042","rutas",1
"1043","sa",1
"1044","sacrificed",1
"1045","sakharov",1
"1046","sali",1
"1047","salvador",1
"1048","samuel",1
"1049","sanctions",1
"1050","saw",1
"1051","sayyid",1
"1052","science",1
"1053","scientists",1
"1054","secretary",1
"1055","seguridad",1
"1056","selectusa",1
"1057","sembremos",1
"1058","semitic",1
"1059","senator",1
"1060","senior",1
"1061","serb",1
"1062","series",1
"1063","she",1
"1064","sheet",1
"1065","sheikh",1
"1066","shipment",1
"1067","shocking",1
"1068","short",1
"1069","shots",1
"1070","shtayyeh",1
"1071","significance",1
"1072","silence",1
"1073","simoncoveney",1
"1074","single",1
"1075","sisi",1
"1076","sites",1
"1077","situation",1
"1078","sixty",1
"1079","small",1
"1080","social",1
"1081","sola",1
"1082","solano",1
"1083","solution",1
"1084","solutions",1
"1085","some",1
"1086","south",1
"1087","sp",1
"1088","spanish",1
"1089","special",1
"1090","specialists",1
"1091","spend",1
"1092","spent",1
"1093","spratlen",1
"1094","stabil",1
"1095","stability",1
"1096","stable",1
"1097","stalin",1
"1098","stands",1
"1099","state",1
"1100","statsmin",1
"1101","stepfather",1
"1102","stepmother",1
"1103","stop",1
"1104","stopped",1
"1105","stopping",1
"1106","strongly",1
"1107","study",1
"1108","subject",1
"1109","success",1
"1110","such",1
"1111","summits",1
"1112","supported",1
"1113","supports",1
"1114","surface",1
"1115","surge",1
"1116","survivor",1
"1117","swedish",1
"1118","tajikistan",1
"1119","take",1
"1120","taken",1
"1121","talents",1
"1122","talks",1
"1123","te",1
"1124","tensions",1
"1125","term",1
"1126","test",1
"1127","thankful",1
"1128","thanks",1
"1129","then",1
"1130","there",1
"1131","thi",1
"1132","third",1
"1133","thousands",1
"1134","threat",1
"1135","threatens",1
"1136","three",1
"1137","thrilled",1
"1138","through",1
"1139","ties",1
"1140","tigray",1
"1141","togeth",1
"1142","toleranc",1
"1143","top",1
"1144","topics",1
"1145","transatlantic",1
"1146","transparency",1
"1147","transparent",1
"1148","travel",1
"1149","tulsa",1
"1150","tunisian",1
"1151","turkey",1
"1152","twisting",1
"1153","undermined",1
"1154","unexplained",1
"1155","unflinching",1
"1156","unfortunately",1
"1157","unirmct",1
"1158","unit",1
"1159","universal",1
"1160","unjustly",1
"1161","unpeacekeeping",1
"1162","unwavering",1
"1163","up",1
"1164","update",1
"1165","upon",1
"1166","uscirf",1
"1167","usconsulatenuuk",1
"1168","used",1
"1169","usembassycairo",1
"1170","usembassyjlm",1
"1171","usembassyjordan",1
"1172","usembdenmark",1
"1173","usembreykjavik",1
"1174","usnationalguard",1
"1175","uspalaffairs",1
"1176","vaccines",1
"1177","vera",1
"1178","vesakday",1
"1179","vibrant",1
"1180","vice",1
"1181","vida",1
"1182","vietnam",1
"1183","view",1
"1184","views",1
"1185","vigilant",1
"1186","violations",1
"1187","vital",1
"1188","voiced",1
"1189","vp",1
"1190","want",1
"1191","war",1
"1192","warming",1
"1193","watch",1
"1194","welcomed",1
"1195","welcomes",1
"1196","well",1
"1197","western",1
"1198","what",1
"1199","whi",1
"1200","whose",1
"1201","why",1
"1202","witnessed",1
"1203","wo",1
"1204","wooster",1
"1205","worked",1
"1206","worldenvironmentday",1
"1207","worldoceanday",1
"1208","wors",1
"1209","wrap",1
"1210","xinjiang",1
"1211","y",1
"1212","yair",1
"1213","yalinetwork",1
"1214","yang",1
"1215","year",1
"1216","yearsofhiv",1
"1217","yesterday",1
"1218","yet",1
"1219","yong",1
"1220","zayani",1
