"","word","n"
"326","feel",1
"327","final",1
"328","finalisation",1
"329","fluffyrocket27",1
"330","fo",1
"331","format",1
"332","france",1
"333","francness",1
"334","frank",1
"335","free",1
"336","fruitful",1
"337","funny",1
"338","g20",1
"339","gentleman",1
"340","germanydiplo",1
"341","gharibabadi",1
"342","going",1
"343","grushko",1
"344","guantanamo",1
"345","guess",1
"346","had",1
"347","hafedhmh",1
"348","happen",1
"349","hasan",1
"350","hate",1
"351","head",1
"352","heads",1
"353","health",1
"354","helful",1
"355","hering",1
"356","him",1
"357","history",1
"358","hoped",1
"359","hopefully",1
"360","hour",1
"361","how",1
"362","husband",1
"363","iaeaorg",1
"364","iam",1
"365","ian",1
"366","ideology",1
"367","imilad",1
"368","includes",1
"369","incompatible",1
"370","indeed",1
"371","indicated",1
"372","industrial",1
"373","informal",1
"374","insult",1
"375","insulting",1
"376","interlocutors",1
"377","international",1
"378","invited",1
"379","irgc",1
"380","irony",1
"381","isn",1
"382","j",1
"383","jails",1
"384","javierblas",1
"385","jc",1
"386","jo",1
"387","jonathan",1
"388","journalists",1
"389","judgements",1
"390","july",1
"391","june",1
"392","kambizghafouri",1
"393","key",1
"394","keykashani",1
"395","khaddour",1
"396","kind",1
"397","knowledge",1
"398","late",1
"399","later",1
"400","laurence",1
"401","least",1
"402","legal",1
"403","leonidragozin",1
"404","let",1
"405","li",1
"406","lifted",1
"407","list",1
"408","little",1
"409","lose",1
"410","m",1
"411","ma22681313",1
"412","maintain",1
"413","many",1
"414","mark",1
"415","masochist",1
"416","maximum",1
"417","mean",1
"418","meaning",1
"419","meier",1
"420","members",1
"421","mental",1
"422","middle",1
"423","misprint",1
"424","mission",1
"425","moment",1
"426","moro",1
"427","moscow",1
"428","most",1
"429","naffy40",1
"430","nations",1
"431","necessarily",1
"432","negatively",1
"433","negot",1
"434","negotiations",1
"435","negotiators",1
"436","nevertheless",1
"437","non",1
"438","norms",1
"439","notes",1
"440","number",1
"441","o",1
"442","objective",1
"443","obvious",1
"444","occasi",1
"445","occasion",1
"446","opec",1
"447","opened",1
"448","organisation",1
"449","oth",1
"450","outstanding",1
"451","over",1
"452","parents",1
"453","part",1
"454","participants",1
"455","permanent",1
"456","personal",1
"457","perspective",1
"458","photo",1
"459","plans",1
"460","png",1
"461","point",1
"462","political",1
"463","politically",1
"464","poss",1
"465","possible",1
"466","postponed",1
"467","pr",1
"468","pragmatic",1
"469","precise",1
"470","prepared",1
"471","previous",1
"472","primitive",1
"473","produced",1
"474","productive",1
"475","professio",1
"476","professional",1
"477","proliferation",1
"478","promising",1
"479","provide",1
"480","prud",1
"481","publications",1
"482","put",1
"483","question",1
"484","r",1
"485","rahim",1
"486","rapidly",1
"487","rather",1
"488","ravibatra",1
"489","razerlover56",1
"490","reach",1
"491","reached",1
"492","recognise",1
"493","recommend",1
"494","recommenda",1
"495","reduced",1
"496","region",1
"497","regional",1
"498","regret",1
"499","regular",1
"500","reiterated",1
"501","relations",1
"502","reliab",1
"503","remai",1
"504","repeatedly",1
"505","report",1
"506","representative",1
"507","responsive",1
"508","resume",1
"509","rf",1
"510","rfhanrahan",1
"511","right",1
"512","rochejacqueline",1
"513","rugoba",1
"514","ruhi",1
"515","rusbotschaft",1
"516","rusembusa",1
"517","s",1
"518","scienti",1
"519","seat",1
"520","secret",1
"521","secretary",1
"522","security",1
"523","see",1
"524","serious",1
"525","seriously",1
"526","session",1
"527","showed",1
"528","side",1
"529","significant",1
"530","significantly",1
"531","simply",1
"532","sir",1
"533","situation",1
"534","six",1
"535","soon",1
"536","sound",1
"537","soyuzmultfilm",1
"538","speaking",1
"539","speculations",1
"540","sponsored",1
"541","statedept",1
"542","states",1
"543","statistics",1
"544","steady",1
"545","stewart",1
"546","strange",1
"547","stream",1
"548","subject",1
"549","subjects",1
"550","substitute",1
"551","support",1
"552","surprises",1
"553","sympathise",1
"554","syria",1
"555","taken",1
"556","tell",1
"557","tells",1
"558","term",1
"559","them",1
"560","these",1
"561","theshornwonder",1
"562","they",1
"563","think",1
"564","told",1
"565","took",1
"566","topic",1
"567","topica",1
"568","tortures",1
"569","totally",1
"570","tragic",1
"571","treaty",1
"572","trends",1
"573","trilateral",1
"574","troubled",1
"575","true",1
"576","truth",1
"577","ukraine",1
"578","ukraineliberty",1
"579","ukrainian",1
"580","uncomfortable",1
"581","under",1
"582","undermine",1
"583","unfortunately",1
"584","unidir",1
"585","unido",1
"586","united",1
"587","unknown",1
"588","until",1
"589","upset",1
"590","usembassykyiv",1
"591","usembru",1
"592","valuable",1
"593","various",1
"594","w",1
"595","wa",1
"596","way",1
"597","weekend",1
"598","welcome",1
"599","well",1
"600","went",1
"601","which",1
"602","widest",1
"603","wmd",1
"604","worst",1
"605","would",1
"606","wouldn",1
"607","yong",1
"608","yourself",1
"609","zone",1
