"","word","n"
"348","26",1
"349","3",1
"350","300",1
"351","4",1
"352","40",1
"353","70",1
"354","abbas",1
"355","able",1
"356","abuses",1
"357","abyei",1
"358","accept",1
"359","accession",1
"360","accompany",1
"361","accompanying",1
"362","accomplishments",1
"363","action",1
"364","actions",1
"365","activist",1
"366","activists",1
"367","adaptation",1
"368","addition",1
"369","addre",1
"370","advanc",1
"371","advanced",1
"372","advocates",1
"373","affiliated",1
"374","affirm",1
"375","affirmed",1
"376","afgh",1
"377","africanunion",1
"378","afrin",1
"379","aftermath",1
"380","agai",1
"381","again",1
"382","ago",1
"383","agreed",1
"384","agreement",1
"385","aid",1
"386","aids",1
"387","air",1
"388","al",1
"389","albania",1
"390","albanian",1
"391","alli",1
"392","allow",1
"393","allowed",1
"394","ally",1
"395","alsisiofficial",1
"396","also",1
"397","althani",1
"398","amer",1
"399","americans",1
"400","amman",1
"401","amp",1
"402","anerood",1
"403","annlinde",1
"404","announcement",1
"405","another",1
"406","anti",1
"407","anywhe",1
"408","arcticcouncil",1
"409","areas",1
"410","argentine",1
"411","armed",1
"412","army",1
"413","around",1
"414","array",1
"415","arrests",1
"416","ashurak",1
"417","aspirations",1
"418","assad",1
"419","assis",1
"420","aswad",1
"421","attack",1
"422","attend",1
"423","authority",1
"424","aviv",1
"425","aymanhsafadi",1
"426","backgrounds",1
"427","badr",1
"428","bahdiplomatic",1
"429","bahrain",1
"430","balkans",1
"431","barbaric",1
"432","barrios",1
"433","base",1
"434","based",1
"435","beijing",1
"436","being",1
"437","belgium",1
"438","benefits",1
"439","berisha",1
"440","between",1
"441","bhccboston",1
"442","bidding",1
"443","biden",1
"444","billion",1
"445","bipartisan",1
"446","bonds",1
"447","bord",1
"448","border",1
"449","born",1
"450","bosnia",1
"451","both",1
"452","bourita",1
"453","bourup",1
"454","brave",1
"455","break",1
"456","brolo",1
"457","building",1
"458","built",1
"459","bunker",1
"460","burma",1
"461","business",1
"462","but",1
"463","ca",1
"464","calling",1
"465","callous",1
"466","cameroon",1
"467","canada",1
"468","candidate",1
"469","candidates",1
"470","career",1
"471","caribbean",1
"472","cases",1
"473","cbp",1
"474","ceas",1
"475","ceremony",1
"476","cha",1
"477","chad",1
"478","chairperson",1
"479","chamorro",1
"480","chamorrocris",1
"481","chatting",1
"482","chorus",1
"483","christian",1
"484","chung",1
"485","citizens",1
"486","civic",1
"487","class",1
"488","clear",1
"489","close",1
"490","closest",1
"491","club",1
"492","cnn",1
"493","colleagues",1
"494","college",1
"495","collision",1
"496","combat",1
"497","come",1
"498","coming",1
"499","commanders",1
"500","commencement",1
"501","commercegov",1
"502","commission",1
"503","commitmen",1
"504","committed",1
"505","common",1
"506","comp",1
"507","company",1
"508","concerned",1
"509","concluded",1
"510","condemned",1
"511","conditions",1
"512","conference",1
"513","confirmation",1
"514","conflict",1
"515","confronted",1
"516","congratulated",1
"517","congratulates",1
"518","constructive",1
"519","consulates",1
"520","cont",1
"521","continent",1
"522","contributions",1
"523","convened",1
"524","coordination",1
"525","could",1
"526","counc",1
"527","counterparts",1
"528","countless",1
"529","court",1
"530","covid",1
"531","crackdown",1
"532","cri",1
"533","crippling",1
"534","cristiana",1
"535","critical",1
"536","cuban",1
"537","cubans",1
"538","cycle",1
"539","cyprus",1
"540","dalian",1
"541","damages",1
"542","daniel",1
"543","danishmfa",1
"544","days",1
"545","decade",1
"546","deep",1
"547","deepen",1
"548","delay",1
"549","delivered",1
"550","delivery",1
"551","demand",1
"552","demonstration",1
"553","denmark",1
"554","denounce",1
"555","depend",1
"556","deploy",1
"557","deployed",1
"558","designate",1
"559","designation",1
"560","developments",1
"561","died",1
"562","directio",1
"563","director",1
"564","discus",1
"565","displaced",1
"566","do",1
"567","doses",1
"568","drsjaishankar",1
"569","eac",1
"570","east",1
"571","ebrard",1
"572","economic",1
"573","effective",1
"574","egede",1
"575","egyptian",1
"576","embassies",1
"577","emblematic",1
"578","employee",1
"579","endaids",1
"580","ending",1
"581","enduring",1
"582","engagements",1
"583","engaging",1
"584","ensuring",1
"585","entrepreneurship",1
"586","entry",1
"587","environment",1
"588","envoy",1
"589","erdogan",1
"590","eriksensoreide",1
"591","escalating",1
"592","essential",1
"593","ethiopia",1
"594","evelyn",1
"595","event",1
"596","events",1
"597","evidence",1
"598","example",1
"599","excellent",1
"600","executive",1
"601","existence",1
"602","expand",1
"603","f",1
"604","face",1
"605","facilitation",1
"606","faisalbinfarhan",1
"607","fallen",1
"608","family",1
"609","fareedzakaria",1
"610","farewell",1
"611","faroe",1
"612","felipe",1
"613","feltman",1
"614","field",1
"615","figure",1
"616","finnish",1
"617","fired",1
"618","fishing",1
"619","florida",1
"620","floyd",1
"621","fm",1
"622","fmbuithanhson",1
"623","follow",1
"624","food",1
"625","forces",1
"626","forcibly",1
"627","forget",1
"628","forum",1
"629","fraudulent",1
"630","frederiksen",1
"631","freedom",1
"632","friend",1
"633","fsiatstate",1
"634","fun",1
"635","furthering",1
"636","generates",1
"637","generation",1
"638","genocide",1
"639","george",1
"640","gives",1
"641","glob",1
"642","go",1
"643","goal",1
"644","governmen",1
"645","gps",1
"646","graduates",1
"647","grateful",1
"648","guatemalan",1
"649","gudlaugurthor",1
"650","gurri",1
"651","ha",1
"652","haavisto",1
"653","had",1
"654","haiti",1
"655","half",1
"656","happy",1
"657","hard",1
"658","headed",1
"659","healt",1
"660","healthy",1
"661","hearts",1
"662","helps",1
"663","her",1
"664","heroes",1
"665","herzegov",1
"666","hi",1
"667","highlights",1
"668","hill",1
"669","history",1
"670","hit",1
"671","home",1
"672","honor",1
"673","honored",1
"674","horn",1
"675","hospital",1
"676","host",1
"677","houthi",1
"678","houthis",1
"679","huma",1
"680","iceland",1
"681","idahotb",1
"682","identify",1
"683","immediate",1
"684","immediately",1
"685","impasse",1
"686","imperative",1
"687","importanc",1
"688","imposing",1
"689","imprisoned",1
"690","improve",1
"691","improved",1
"692","inaugural",1
"693","includ",1
"694","inclusion",1
"695","increase",1
"696","increasing",1
"697","incredible",1
"698","india",1
"699","indo",1
"700","ineligible",1
"701","inju",1
"702","injustices",1
"703","innocent",1
"704","innovati",1
"705","inside",1
"706","institutions",1
"707","integration",1
"708","intensifying",1
"709","inter",1
"710","interest",1
"711","into",1
"712","invol",1
"713","involve",1
"714","involved",1
"715","iraq",1
"716","irish",1
"717","isis",1
"718","islands",1
"719","isn",1
"720","israe",1
"721","issue",1
"722","issued",1
"723","jeffrey",1
"724","jensstoltenberg",1
"725","jeppekofod",1
"726","jerandi",1
"727","jiechi",1
"728","johannesson",1
"729","joined",1
"730","joint",1
"731","jordan",1
"732","josepborrellf",1
"733","judiciary",1
"734","jugnaut",1
"735","just",1
"736","justice",1
"737","kangerlussuaq",1
"738","katrinjak",1
"739","keep",1
"740","keflavik",1
"741","kenya",1
"742","keynote",1
"743","killed",1
"744","known",1
"745","l",1
"746","laboratories",1
"747","lapid",1
"748","last",1
"749","launches",1
"750","lavrov",1
"751","lebanese",1
"752","lebanon",1
"753","legacy",1
"754","lgb",1
"755","liberation",1
"756","lifesaving",1
"757","lisamurkowski",1
"758","live",1
"759","lo",1
"760","long",1
"761","longer",1
"762","looking",1
"763","loved",1
"764","macedonia",1
"765","make",1
"766","makes",1
"767","marks",1
"768","massacre",1
"769","mastercardfdn",1
"770","matter",1
"771","mauritius",1
"772","may",1
"773","mba",1
"774","meas",1
"775","media",1
"776","meetings",1
"777","member",1
"778","memorialday",1
"779","men",1
"780","mevlutcavusoglu",1
"781","mexican",1
"782","middle",1
"783","military",1
"784","ministers",1
"785","mluciaramirez",1
"786","mobilize",1
"787","mobilizing",1
"788","modernize",1
"789","money",1
"790","mongol",1
"791","mongolian",1
"792","moonriver365",1
"793","moroccan",1
"794","moscow",1
"795","most",1
"796","movements",1
"797","muhriddin",1
"798","multilateral",1
"799","murdered",1
"800","my",1
"801","n",1
"802","naalakkersuisut",1
"803","nasser",1
"804","nat",1
"805","nation",1
"806","national",1
"807","naturbanas",1
"808","near",1
"809","negotiations",1
"810","neighborhoo",1
"811","never",1
"812","new",1
"813","newly",1
"814","nicaragua",1
"815","nigeria",1
"816","night",1
"817","nominated",1
"818","north",1
"819","northern",1
"820","norwaymfa",1
"821","noted",1
"822","now",1
"823","o",1
"824","oecd",1
"825","oecdmcm2021",1
"826","office",1
"827","official",1
"828","officials",1
"829","omani",1
"830","once",1
"831","ones",1
"832","ongo",1
"833","opening",1
"834","operate",1
"835","operators",1
"836","opportunities",1
"837","oppression",1
"838","order",1
"839","organization",1
"840","organizing",1
"841","orientation",1
"842","origins",1
"843","orlando",1
"844","ortega",1
"845","osce",1
"846","othman",1
"847","out",1
"848","outlet",1
"849","outside",1
"850","outstanding",1
"851","overseas",1
"852","oxygen",1
"853","pacific",1
"854","pakistani",1
"855","pales",1
"856","palestin",1
"857","pandemic",1
"858","parliament",1
"859","parti",1
"860","participant",1
"861","participated",1
"862","particularly",1
"863","partnershi",1
"864","passing",1
"865","past",1
"866","pea",1
"867","peace",1
"868","peaceful",1
"869","peacekeeping",1
"870","peoples",1
"871","permanent",1
"872","phase",1
"873","pkday",1
"874","place",1
"875","plan",1
"876","plane",1
"877","planting",1
"878","positive",1
"879","pot",1
"880","potential",1
"881","pr",1
"882","pratasevich",1
"883","predictable",1
"884","prejudice",1
"885","premier",1
"886","preparedness",1
"887","presidency",1
"888","presidentisl",1
"889","presidentofbg",1
"890","prevention",1
"891","pridemonth2021",1
"892","proceed",1
"893","process",1
"894","productive",1
"895","products",1
"896","professor",1
"897","program",1
"898","progress",1
"899","promise",1
"900","prosperous",1
"901","protect",1
"902","protection",1
"903","protestors",1
"904","proud",1
"905","provi",1
"906","pulse",1
"907","putin",1
"908","r",1
"909","race",1
"910","radev",1
"911","raids",1
"912","raman",1
"913","ran",1
"914","rapid",1
"915","recognize",1
"916","recommendations",1
"917","recommit",1
"918","recovery",1
"919","recurring",1
"920","reflect",1
"921","reflects",1
"922","regarding",1
"923","regulates",1
"924","reiterate",1
"925","relations",1
"926","relied",1
"927","relief",1
"928","remains",1
"929","remember",1
"930","reminder",1
"931","repercussions",1
"932","reported",1
"933","reprehensible",1
"934","represents",1
"935","repression",1
"936","request",1
"937","residents",1
"938","resolve",1
"939","resourcing",1
"940","respects",1
"941","responsible",1
"942","restore",1
"943","retaliatory",1
"944","reuven",1
"945","rivlin",1
"946","rohingya",1
"947","rok",1
"948","rule",1
"949","rumen",1
"950","russia",1
"951","russian",1
"952","rutas",1
"953","sacrifice",1
"954","sat",1
"955","saving",1
"956","schmidt",1
"957","scidiplomacyusa",1
"958","seafood",1
"959","secure",1
"960","see",1
"961","seeds",1
"962","seek",1
"963","seguridad",1
"964","sembremos",1
"965","semitic",1
"966","senator",1
"967","sending",1
"968","services",1
"969","serving",1
"970","shape",1
"971","share",1
"972","sheikh",1
"973","shock",1
"974","shooting",1
"975","should",1
"976","simoncoveney",1
"977","simply",1
"978","sir",1
"979","six",1
"980","societ",1
"981","society",1
"982","sola",1
"983","solano",1
"984","solidarity",1
"985","somali",1
"986","someone",1
"987","south",1
"988","sovereign",1
"989","spain",1
"990","special",1
"991","spirit",1
"992","sq",1
"993","srebrenica",1
"994","stable",1
"995","stage",1
"996","stand",1
"997","statsmin",1
"998","steadfast",1
"999","stop",1
"1000","street",1
"1001","strength",1
"1002","strengthening",1
"1003","stronger",1
"1004","strongly",1
"1005","stud",1
"1006","student",1
"1007","such",1
"1008","summit",1
"1009","supporting",1
"1010","suspension",1
"1011","swedish",1
"1012","switzerland",1
"1013","sworn",1
"1014","syria",1
"1015","syrian",1
"1016","system",1
"1017","tackling",1
"1018","tajikistan",1
"1019","taken",1
"1020","takes",1
"1021","taking",1
"1022","talke",1
"1023","te",1
"1024","team",1
"1025","tel",1
"1026","tem",1
"1027","terrible",1
"1028","than",1
"1029","thanking",1
"1030","thanks",1
"1031","there",1
"1032","these",1
"1033","thirty",1
"1034","thoughts",1
"1035","throughout",1
"1036","tiananmen",1
"1037","time",1
"1038","toda",1
"1039","toge",1
"1040","took",1
"1041","tough",1
"1042","tragic",1
"1043","train",1
"1044","transforming",1
"1045","tremendous",1
"1046","triangle",1
"1047","tulsa",1
"1048","tunisian",1
"1049","tutby",1
"1050","twitter",1
"1051","uk",1
"1052","ultimate",1
"1053","undermining",1
"1054","uniform",1
"1055","unirmct",1
"1056","unite",1
"1057","universal",1
"1058","unpeacekeeping",1
"1059","upholding",1
"1060","upon",1
"1061","urge",1
"1062","us",1
"1063","uscirf",1
"1064","usembassyjlm",1
"1065","usembdenmark",1
"1066","usembreykjavik",1
"1067","uspalaffairs",1
"1068","vaccine",1
"1069","vaccines",1
"1070","vacuum",1
"1071","value",1
"1072","values",1
"1073","ve",1
"1074","vicecolombia",1
"1075","vietnamese",1
"1076","violent",1
"1077","vitally",1
"1078","vitold",1
"1079","voices",1
"1080","vp",1
"1081","wall",1
"1082","wave",1
"1083","weekend",1
"1084","well",1
"1085","western",1
"1086","wheels",1
"1087","when",1
"1088","whom",1
"1089","why",1
"1090","wi",1
"1091","wide",1
"1092","widely",1
"1093","wishes",1
"1094","women",1
"1095","workers",1
"1096","worl",1
"1097","world",1
"1098","worldoceanday",1
"1099","wrapped",1
"1100","y",1
"1101","yair",1
"1102","yalinetwork",1
"1103","yang",1
"1104","yemen",1
"1105","yesterday",1
"1106","young",1
"1107","your",1
"1108","zayani",1
